filename,SampleType,SubjectID,SampleID
ID_IYYIAZ.mgb,Stool,Subject_UDAXIH,Sample_ZAUBSN
ID_LTOUZW.mgb,Stool,Subject_UDAXIH,Sample_FDDQEH
ID_NQLADX.mgb,Nasal,Subject_ASRHSH,Sample_BQBQLA
ID_JEYXYA.mgb,Nasal,Subject_UDAXIH,Sample_ZMCLMO
ID_AHKUAJ.mgb,Nasal,Subject_CHDMIO,Sample_YHXUTA
ID_AJNJUL.mgb,Stool,Subject_ASRHSH,Sample_CUUYBC
ID_GQJLQY.mgb,Stool,Subject_VGLNCV,Sample_XXQNGD
ID_SWRGVB.mgb,Stool,Subject_RACYHF,Sample_BSQQSQ
ID_NQSIWB.mgb,Nasal,Subject_UDAXIH,Sample_FMGERA
ID_THXHWN.mgb,Nasal,Subject_FOMIUW,Sample_LIPFFH
ID_PSJEJP.mgb,Stool,Subject_VGLNCV,Sample_KIOUXQ
ID_TGMLFE.mgb,Stool,Subject_HBHSCC,Sample_KQUETK
ID_GLSYPJ.mgb,Nasal,Subject_MBPHGO,Sample_DQIATB
ID_EBHRVE.mgb,Stool,Subject_UDAXIH,Sample_UHOGWI
ID_AYPACN.mgb,Stool,Subject_HIFZWD,Sample_XBVVNQ
ID_CEFEDI.mgb,Nasal,Subject_YXWGWJ,Sample_MRBQNU
ID_RCWKPT.mgb,Nasal,Subject_UDAXIH,Sample_SVMCYT
ID_DSVELY.mgb,Nasal,Subject_XBVUUD,Sample_BSUGGW
ID_SJBHLY.mgb,Nasal,Subject_CHDMIO,Sample_NYAPZY
ID_NUILRG.mgb,Nasal,Subject_IBWNAQ,Sample_CCIBWX
ID_IQAIXE.mgb,Nasal,Subject_STBTCN,Sample_WZBLSP
ID_ZULNRB.mgb,Stool,Subject_UDAXIH,Sample_ACLRCT
ID_ARRPME.mgb,Stool,Subject_PZNGDD,Sample_UPMPTV
ID_ATBWZJ.mgb,Nasal,Subject_RHVKYY,Sample_NHSFRG
ID_CEFFHZ.mgb,Nasal,Subject_FOMIUW,Sample_TNNZXX
ID_WBBPMS.mgb,Nasal,Subject_FXORWN,Sample_KNXQDQ
ID_MNYXIS.mgb,Nasal,Subject_CHDMIO,Sample_ROETZU
ID_DFAUOS.mgb,Stool,Subject_IBWNAQ,Sample_GSZCHB
ID_VOKBOD.mgb,Stool,Subject_PZNGDD,Sample_JKTWGP
ID_EJINYE.mgb,Stool,Subject_UDAXIH,Sample_KFMKJX
ID_ZKKANZ.mgb,Nasal,Subject_HIFZWD,Sample_ROQFIV
ID_HUFFIM.mgb,Nasal,Subject_RJVDEI,Sample_NXAKOC
ID_GYHCOB.mgb,Stool,Subject_VRKADI,Sample_WCDSEH
ID_NVZBRD.mgb,Nasal,Subject_UDAXIH,Sample_APEUFT
ID_UYQFMS.mgb,Stool,Subject_FXORWN,Sample_FPOVMZ
ID_VMONZR.mgb,Stool,Subject_STBTCN,Sample_WCFPMA
ID_GEOFWJ.mgb,Stool,Subject_CHDMIO,Sample_QCTJEC
ID_GZGIZP.mgb,Nasal,Subject_VGLNCV,Sample_FKOHOL
ID_HDZEGY.mgb,Nasal,Subject_RJVDEI,Sample_VSCBFJ
ID_FVAQXQ.mgb,Stool,Subject_UDAXIH,Sample_WSHOLM
ID_SIABGZ.mgb,Stool,Subject_FXORWN,Sample_VQISZX
ID_SNROOG.mgb,Nasal,Subject_UDAXIH,Sample_NCDXEL
ID_PKTFET.mgb,Nasal,Subject_PZNGDD,Sample_RDYORY
ID_OMWIDI.mgb,Nasal,Subject_IBWNAQ,Sample_GHULTX
ID_WFEFQC.mgb,Stool,Subject_CHDMIO,Sample_LDBIAS
ID_TWVGEI.mgb,Nasal,Subject_UDAXIH,Sample_BDRJDQ
ID_ZYFWBC.mgb,Stool,Subject_CHDMIO,Sample_VYYKIF
ID_LRTPOB.mgb,Nasal,Subject_VRKADI,Sample_PYOJOF
ID_KHFWTO.mgb,Stool,Subject_FSIBDT,Sample_NMAWGG
ID_CNRAEX.mgb,Stool,Subject_HBHSCC,Sample_CRYKPT
ID_ZWZOMC.mgb,Stool,Subject_MBPHGO,Sample_ETMPVD
ID_OTJKSQ.mgb,Nasal,Subject_RJVDEI,Sample_ZYSJFZ
ID_NKEHFU.mgb,Stool,Subject_UDAXIH,Sample_KOTBLA
ID_EXRTZW.mgb,Nasal,Subject_HBHSCC,Sample_HXBXFG
ID_OZYWMQ.mgb,Stool,Subject_CBKCQH,Sample_UPNVPN
ID_ZENCGY.mgb,Stool,Subject_UDAXIH,Sample_WOPFCS
ID_EFIXCE.mgb,Stool,Subject_PZNGDD,Sample_PGDFMR
ID_SDIENN.mgb,Nasal,Subject_HIFZWD,Sample_AULWKZ
ID_AAYKAN.mgb,Stool,Subject_YXWGWJ,Sample_PAHSXW
ID_RFNPLX.mgb,Stool,Subject_UDAXIH,Sample_RQDSDI
ID_UIYJPU.mgb,Nasal,Subject_VGMKIC,Sample_NWITMU
ID_CDUQDF.mgb,Nasal,Subject_VGLNCV,Sample_ZFUNMS
ID_QGXUEI.mgb,Stool,Subject_CHDMIO,Sample_HOSWRI
ID_AILQVW.mgb,Nasal,Subject_MMTOQI,Sample_NCDPON
ID_MSFPML.mgb,Nasal,Subject_VGLNCV,Sample_DSEPPR
ID_TYVQCI.mgb,Nasal,Subject_ULFLLG,Sample_VFJHJV
ID_QOYCSM.mgb,Stool,Subject_FNAFXK,Sample_EMDXXS
ID_UCYTKY.mgb,Stool,Subject_HIFZWD,Sample_UXTJIR
ID_EJFEWM.mgb,Stool,Subject_HBHSCC,Sample_QFOIWS
ID_CKVZNG.mgb,Stool,Subject_RHVKYY,Sample_PUPNYR
ID_YJWXGF.mgb,Nasal,Subject_HBHSCC,Sample_GXXLQT
ID_XAXZFE.mgb,Nasal,Subject_BHBZKM,Sample_RJYDHM
ID_NFLCCV.mgb,Nasal,Subject_UDAXIH,Sample_KRVFJG
ID_XIFKYO.mgb,Stool,Subject_FSIBDT,Sample_MRCLPV
ID_ZVTPWO.mgb,Stool,Subject_FOMIUW,Sample_CZRMGN
ID_ARKGAH.mgb,Stool,Subject_FSIBDT,Sample_GPIKJK
ID_UHPIES.mgb,Stool,Subject_HIFZWD,Sample_CQXWYX
ID_DHJYME.mgb,Stool,Subject_UDAXIH,Sample_OOANGW
ID_NZEPGR.mgb,Stool,Subject_UDAXIH,Sample_EUJFIC
ID_TAQXWK.mgb,Stool,Subject_EIEHXR,Sample_MQGKYM
ID_LIGBAR.mgb,Nasal,Subject_UDAXIH,Sample_CWDAGP
ID_GYJTAK.mgb,Nasal,Subject_JTGWKG,Sample_ABGBQG
ID_AWPWTE.mgb,Stool,Subject_VSSQKI,Sample_UUCKOY
ID_TZZSPH.mgb,Nasal,Subject_VGLNCV,Sample_GSYEEV
ID_IJEMLK.mgb,Nasal,Subject_MMTOQI,Sample_CIVLPM
ID_KIWJIL.mgb,Nasal,Subject_VGLNCV,Sample_WMTVJX
ID_YMBMYW.mgb,Nasal,Subject_FSIBDT,Sample_DRXTOE
ID_XFDQZI.mgb,Stool,Subject_MMTOQI,Sample_ZEZDCD
ID_CSAQPN.mgb,Nasal,Subject_FSIBDT,Sample_YFTMGL
ID_JHLBQW.mgb,Nasal,Subject_XSSPHZ,Sample_GONFTZ
ID_VBKRKG.mgb,Nasal,Subject_XBVUUD,Sample_YMBJFH
ID_RSLCAC.mgb,Stool,Subject_VSSQKI,Sample_WERTNG
ID_MRXWIE.mgb,Nasal,Subject_XEHFZZ,Sample_PPMSGM
ID_WYINVC.mgb,Nasal,Subject_PZNGDD,Sample_CLKYIE
ID_GBPGVS.mgb,Nasal,Subject_UDAXIH,Sample_VEODYB
ID_YQCICJ.mgb,Stool,Subject_ODHHCK,Sample_VFYPYC
ID_OUHCWG.mgb,Nasal,Subject_YXWGWJ,Sample_HRMGTU
ID_ONNXRC.mgb,Stool,Subject_ULFLLG,Sample_EVVJTJ
ID_QBKNYS.mgb,Stool,Subject_VSSQKI,Sample_WMCURR
ID_LKMPUR.mgb,Nasal,Subject_UDAXIH,Sample_TEICJC
ID_ZIUUAI.mgb,Stool,Subject_VSSQKI,Sample_JGRGUB
ID_AHRTSW.mgb,Stool,Subject_EIEHXR,Sample_HSIANW
ID_DQSGRS.mgb,Nasal,Subject_RJVDEI,Sample_HHBUVR
ID_GFHAUV.mgb,Stool,Subject_YXWGWJ,Sample_KDBSCB
ID_MZNETR.mgb,Stool,Subject_VGMKIC,Sample_NDAVES
ID_VONEDK.mgb,Stool,Subject_UDAXIH,Sample_CBBZIM
ID_LNSTNJ.mgb,Stool,Subject_UDAXIH,Sample_WEWAFP
ID_BTJTGC.mgb,Nasal,Subject_MMTOQI,Sample_QRFNSD
ID_EVJBEP.mgb,Stool,Subject_RHVKYY,Sample_NHSFRG
ID_CSQMZL.mgb,Stool,Subject_ICGSWK,Sample_XDYAKZ
ID_NSIFVU.mgb,Stool,Subject_EIEHXR,Sample_BCJTCZ
ID_WVQJBE.mgb,Stool,Subject_MLHEQP,Sample_XCVMEG
ID_LQNONL.mgb,Stool,Subject_FNAFXK,Sample_NTANCR
ID_GCNZIZ.mgb,Nasal,Subject_ULFLLG,Sample_WJLYRJ
ID_SAXDHV.mgb,Stool,Subject_CYBDEU,Sample_CEQQMN
ID_MSCIXK.mgb,Stool,Subject_UDAXIH,Sample_SLDQVB
ID_OFEAGB.mgb,Stool,Subject_MBPHGO,Sample_DBDVLO
ID_KAYJOI.mgb,Nasal,Subject_CBVHYJ,Sample_ULBJJQ
ID_ISILJE.mgb,Nasal,Subject_FOMIUW,Sample_IQNFQP
ID_ZBAOZJ.mgb,Stool,Subject_UDAXIH,Sample_YGXRYZ
ID_FHRZTW.mgb,Nasal,Subject_FOMIUW,Sample_HYORMD
ID_MNDFTO.mgb,Nasal,Subject_ASRHSH,Sample_SZZLJD
ID_OUTBOY.mgb,Stool,Subject_HIFZWD,Sample_UPTHOZ
ID_CCUWGC.mgb,Nasal,Subject_VSSQKI,Sample_JEVYPV
ID_IYEAAE.mgb,Nasal,Subject_HBHSCC,Sample_HMDZDF
ID_DGBPRY.mgb,Stool,Subject_MMTOQI,Sample_BHQNWL
ID_SXHPIN.mgb,Stool,Subject_UDAXIH,Sample_EUMCSS
ID_KGPZXN.mgb,Nasal,Subject_MMTOQI,Sample_NQISTK
ID_GJABOO.mgb,Stool,Subject_BMXKZD,Sample_ESZHYC
ID_EAZIWC.mgb,Stool,Subject_FOMIUW,Sample_CUWMMW
ID_WSROHH.mgb,Nasal,Subject_UDAXIH,Sample_FZVJWW
ID_TBVRTZ.mgb,Stool,Subject_HIFZWD,Sample_MEIKNC
ID_YEFAKR.mgb,Nasal,Subject_EIEHXR,Sample_WOXXUI
ID_EKMOCN.mgb,Nasal,Subject_ASRHSH,Sample_DIJTJF
ID_JBQOIY.mgb,Nasal,Subject_VGLNCV,Sample_HFMUSJ
ID_ZFNVUN.mgb,Stool,Subject_XSSPHZ,Sample_DFBJLZ
ID_GHZSUX.mgb,Stool,Subject_HBHSCC,Sample_VDPVPK
ID_QAYCXS.mgb,Stool,Subject_RJVDEI,Sample_USDVHE
ID_XMEZOF.mgb,Stool,Subject_ASRHSH,Sample_OFHCQU
ID_HAMDMS.mgb,Stool,Subject_ASRHSH,Sample_BTTTHU
ID_IKBAUT.mgb,Stool,Subject_MEVUJO,Sample_XXIFVJ
ID_ZEQHCB.mgb,Nasal,Subject_UDAXIH,Sample_DRBHGE
ID_NGPBBF.mgb,Stool,Subject_UDAXIH,Sample_RZAMZW
ID_ORUVTT.mgb,Stool,Subject_UDAXIH,Sample_LPRZPL
ID_BFDOIX.mgb,Stool,Subject_GVWKHI,Sample_QCHCTB
ID_ORHQPB.mgb,Nasal,Subject_FOMIUW,Sample_YIBZPQ
ID_YKQFHY.mgb,Stool,Subject_BHBZKM,Sample_HVHIRZ
ID_LBUYSD.mgb,Stool,Subject_VRKADI,Sample_PYOJOF
ID_KCJAKX.mgb,Nasal,Subject_VGMKIC,Sample_WJBMKV
ID_EPQAGU.mgb,Nasal,Subject_HBHSCC,Sample_KQUETK
ID_HDASYN.mgb,Stool,Subject_FXORWN,Sample_JRNJBD
ID_FZPNCD.mgb,Stool,Subject_XXIQYF,Sample_UTXAKV
ID_AMMKIS.mgb,Stool,Subject_CHDMIO,Sample_WPLJQK
ID_YZXRFR.mgb,Stool,Subject_RJVDEI,Sample_GNZENR
ID_VKSEGV.mgb,Stool,Subject_VRKADI,Sample_GKEJCA
ID_BMFRRV.mgb,Nasal,Subject_MMTOQI,Sample_WWOFBT
ID_XCFAIY.mgb,Nasal,Subject_TQDMSG,Sample_IMBVSC
ID_VVRTOS.mgb,Stool,Subject_HBHSCC,Sample_YJQTZB
ID_AOANMO.mgb,Stool,Subject_RACYHF,Sample_RWPZHW
ID_ARYFGN.mgb,Stool,Subject_QCFCTC,Sample_UGWLSV
ID_UECSHZ.mgb,Stool,Subject_CYBDEU,Sample_EDXSZM
ID_JIYLIG.mgb,Stool,Subject_ICGSWK,Sample_FESODE
ID_LRROVL.mgb,Stool,Subject_RACYHF,Sample_FTKZTH
ID_UUYRHO.mgb,Stool,Subject_UDAXIH,Sample_XCHLKF
ID_IWNQAW.mgb,Stool,Subject_VRKADI,Sample_UZJYTV
ID_SQKNLW.mgb,Stool,Subject_IBWNAQ,Sample_GHULTX
ID_SIZHDN.mgb,Stool,Subject_STBTCN,Sample_OHMANB
ID_MHOEPJ.mgb,Stool,Subject_UDAXIH,Sample_NFNPML
ID_SOTSNO.mgb,Stool,Subject_MMTOQI,Sample_WWOFBT
ID_JGOJZI.mgb,Nasal,Subject_PZNGDD,Sample_EPCAJW
ID_WOEQKF.mgb,Stool,Subject_MBPHGO,Sample_XIFIAR
ID_EUINVA.mgb,Stool,Subject_UDAXIH,Sample_TTPWAN
ID_BMWGUY.mgb,Nasal,Subject_HBHSCC,Sample_OSWGOC
ID_PBRGQZ.mgb,Nasal,Subject_CHDMIO,Sample_MJUMFL
ID_TKSOAC.mgb,Nasal,Subject_VRKADI,Sample_UUONZD
ID_LSZTEA.mgb,Nasal,Subject_FXORWN,Sample_ODNLVM
ID_MABNOS.mgb,Nasal,Subject_ICGSWK,Sample_FESODE
ID_COMEWW.mgb,Nasal,Subject_UDAXIH,Sample_ICURMF
ID_VHZXDD.mgb,Stool,Subject_UDAXIH,Sample_LMLFOB
ID_BBNWLY.mgb,Nasal,Subject_HIFZWD,Sample_XIWESF
ID_FFDIVT.mgb,Stool,Subject_UDAXIH,Sample_SBEYWV
ID_LNNGRS.mgb,Nasal,Subject_PZNGDD,Sample_FLQQGL
ID_ZDSGNW.mgb,Nasal,Subject_MEVUJO,Sample_AAUUYN
ID_JAWJMQ.mgb,Stool,Subject_HBHSCC,Sample_MQNRVP
ID_ATCYGQ.mgb,Stool,Subject_CHDMIO,Sample_JSOUGI
ID_TULYBL.mgb,Stool,Subject_BCUNIB,Sample_LRWBTH
ID_SVGKOV.mgb,Nasal,Subject_FSIBDT,Sample_GCRPGE
ID_TNURVN.mgb,Stool,Subject_MBPHGO,Sample_RIEZDX
ID_KPKAKZ.mgb,Nasal,Subject_FXORWN,Sample_DIFSRZ
ID_GBRVVD.mgb,Stool,Subject_UDAXIH,Sample_BJHGGG
ID_QVBIRG.mgb,Stool,Subject_UDAXIH,Sample_AZWTSQ
ID_OYAGBP.mgb,Stool,Subject_HIFZWD,Sample_EZGWMC
ID_CHYNLQ.mgb,Stool,Subject_BHBZKM,Sample_RCLNGE
ID_ZJTFNK.mgb,Stool,Subject_VGMKIC,Sample_LYYRCU
ID_YBHSND.mgb,Stool,Subject_CHDMIO,Sample_KJVXNT
ID_HZOMPE.mgb,Nasal,Subject_OZRDBU,Sample_VGUEGM
ID_RJRRLA.mgb,Stool,Subject_FNAFXK,Sample_METTVW
ID_CKFMXI.mgb,Nasal,Subject_VGLNCV,Sample_YBLMWQ
ID_SSJENF.mgb,Nasal,Subject_STBTCN,Sample_BXPILA
ID_VWMGWQ.mgb,Stool,Subject_CHDMIO,Sample_EYRVSK
ID_IAZELW.mgb,Stool,Subject_FXORWN,Sample_VSLKCL
ID_SLVJSW.mgb,Nasal,Subject_FXORWN,Sample_VNMKUO
ID_JAPTKY.mgb,Stool,Subject_PADLZJ,Sample_ALCWYP
ID_YSQQIS.mgb,Nasal,Subject_ZRVXXX,Sample_VBCGYQ
ID_CZWYAC.mgb,Nasal,Subject_LJZHHA,Sample_ABJMGL
ID_VFTIZM.mgb,Nasal,Subject_UDAXIH,Sample_TSNFLI
ID_WGPTHG.mgb,Stool,Subject_FXORWN,Sample_VSLKCL
ID_CBUHYF.mgb,Nasal,Subject_BMXKZD,Sample_WRBICQ
ID_IEPMFN.mgb,Nasal,Subject_CHDMIO,Sample_WPLJQK
ID_SYHYEN.mgb,Stool,Subject_UDAXIH,Sample_NQAYYV
ID_BRRBKW.mgb,Nasal,Subject_UDAXIH,Sample_APEUFT
ID_HTBIXQ.mgb,Nasal,Subject_MEVUJO,Sample_CFSBCX
ID_GMGMCM.mgb,Stool,Subject_UDAXIH,Sample_CKRBET
ID_RGLSYK.mgb,Stool,Subject_UDAXIH,Sample_IOEJEN
ID_BAZXSK.mgb,Stool,Subject_UDAXIH,Sample_DPCKIU
ID_TTKRSM.mgb,Stool,Subject_UDAXIH,Sample_KIIUWU
ID_OYWPZT.mgb,Nasal,Subject_FXORWN,Sample_IGFJIW
ID_VHCXYZ.mgb,Nasal,Subject_MMTOQI,Sample_GZIPOR
ID_FLJTST.mgb,Nasal,Subject_MMTOQI,Sample_QFJTWQ
ID_OWDREW.mgb,Stool,Subject_UDAXIH,Sample_GKXWHV
ID_LUYIPF.mgb,Stool,Subject_HBHSCC,Sample_RUZPVL
ID_DZQLHM.mgb,Nasal,Subject_FNAFXK,Sample_RXYKDT
ID_DEXQHR.mgb,Stool,Subject_VGMKIC,Sample_GNPAJU
ID_TWYWRZ.mgb,Stool,Subject_STBTCN,Sample_HTVINV
ID_ULUWAN.mgb,Stool,Subject_ZRVXXX,Sample_OILVLL
ID_VSLOQL.mgb,Nasal,Subject_ASRHSH,Sample_XKOPXL
ID_ABZIIM.mgb,Nasal,Subject_UDAXIH,Sample_UHOGWI
ID_AQZMOJ.mgb,Nasal,Subject_HBHSCC,Sample_TYOHUW
ID_FXNPNX.mgb,Nasal,Subject_HBHSCC,Sample_MNKYLZ
ID_PLUHIO.mgb,Nasal,Subject_TUFRXH,Sample_UMERTB
ID_RERJIA.mgb,Nasal,Subject_GVWKHI,Sample_PVMJBH
ID_BCHMUF.mgb,Nasal,Subject_TUFRXH,Sample_GYPQAD
ID_UMWAND.mgb,Stool,Subject_RIXSNS,Sample_UNMNPM
ID_ETRVTP.mgb,Nasal,Subject_HBHSCC,Sample_PWISOR
ID_EOEKFK.mgb,Nasal,Subject_UDAXIH,Sample_TXIKTD
ID_EOFJYY.mgb,Nasal,Subject_UDAXIH,Sample_WLJEDM
ID_HYQXEA.mgb,Nasal,Subject_RHVKYY,Sample_NLVABI
ID_UVZOOG.mgb,Nasal,Subject_UDAXIH,Sample_PLYGFZ
ID_TWMMMI.mgb,Stool,Subject_FOMIUW,Sample_IQNFQP
ID_TNTXIE.mgb,Stool,Subject_CHDMIO,Sample_ABCKTJ
ID_PYYQPA.mgb,Stool,Subject_UDAXIH,Sample_DLWUZB
ID_IYWRBC.mgb,Stool,Subject_PZNGDD,Sample_NSXJLT
ID_CJKSZF.mgb,Stool,Subject_EIEHXR,Sample_UCQGYU
ID_SYKKZW.mgb,Stool,Subject_UDAXIH,Sample_ABWDNO
ID_UCYQII.mgb,Stool,Subject_UDAXIH,Sample_KGPXMX
ID_DCYFGD.mgb,Stool,Subject_HBHSCC,Sample_DFHBRH
ID_VTPFWS.mgb,Stool,Subject_VGLNCV,Sample_OPSNCF
ID_MSHNXH.mgb,Stool,Subject_UDAXIH,Sample_DQXTDJ
ID_BZLNAL.mgb,Nasal,Subject_YXWGWJ,Sample_TDBWEG
ID_BDKLOC.mgb,Nasal,Subject_IBWNAQ,Sample_MYTXQF
ID_BWDIKA.mgb,Stool,Subject_VRKADI,Sample_PPRTJZ
ID_JBOKYD.mgb,Stool,Subject_UDAXIH,Sample_AAVCDS
ID_YZEHWH.mgb,Nasal,Subject_FOMIUW,Sample_SDBPJA
ID_NZMJOU.mgb,Stool,Subject_HIFZWD,Sample_XICOMY
ID_VCGORV.mgb,Nasal,Subject_ASRHSH,Sample_JTAFLB
ID_CABEZP.mgb,Nasal,Subject_XSSPHZ,Sample_DFBJLZ
ID_UNJUUV.mgb,Stool,Subject_HIFZWD,Sample_OBCKLB
ID_GFNQFS.mgb,Nasal,Subject_EIEHXR,Sample_DCBBMK
ID_NDKFHN.mgb,Stool,Subject_CHDMIO,Sample_SPUYGF
ID_RNXOKO.mgb,Stool,Subject_ASRHSH,Sample_MMOIMW
ID_RJXFWN.mgb,Nasal,Subject_PADLZJ,Sample_DDHNHH
ID_NUZKOP.mgb,Nasal,Subject_MBPHGO,Sample_ZLUOWU
ID_DSRASP.mgb,Stool,Subject_UDAXIH,Sample_VOFTMY
ID_RHVSHS.mgb,Stool,Subject_MMTOQI,Sample_QFJTWQ
ID_IKJQZS.mgb,Nasal,Subject_BMXKZD,Sample_NRPRRP
ID_VJQPPD.mgb,Nasal,Subject_PZNGDD,Sample_PQXSYH
ID_DDPTVX.mgb,Nasal,Subject_MMTOQI,Sample_XNLEPC
ID_QIAZVV.mgb,Stool,Subject_VRKADI,Sample_WWATBQ
ID_ZYKVEV.mgb,Stool,Subject_TUFRXH,Sample_UMERTB
ID_NWFZJB.mgb,Stool,Subject_UDAXIH,Sample_ZZQHXG
ID_TOHWWI.mgb,Nasal,Subject_SPQQFB,Sample_PCDSNX
ID_VFQKJY.mgb,Stool,Subject_VRKADI,Sample_PLVIMM
ID_VIIMWN.mgb,Stool,Subject_UDAXIH,Sample_ZGRIXA
ID_ZPAQEL.mgb,Stool,Subject_ULFLLG,Sample_VFJHJV
ID_WWQRYN.mgb,Nasal,Subject_RIXSNS,Sample_DIHTWW
ID_FZDSHC.mgb,Nasal,Subject_EIEHXR,Sample_VOKLBH
ID_AYHRMP.mgb,Nasal,Subject_CHDMIO,Sample_QQFIKX
ID_SFQJVA.mgb,Nasal,Subject_EIEHXR,Sample_RYWOGT
ID_BYBBFU.mgb,Nasal,Subject_UDAXIH,Sample_ZZQHXG
ID_SQLDZA.mgb,Stool,Subject_MBPHGO,Sample_BLOMUN
ID_ASOYXX.mgb,Nasal,Subject_ASRHSH,Sample_CLRQCL
ID_QBTYPB.mgb,Stool,Subject_UDAXIH,Sample_DITGGD
ID_XMTASV.mgb,Nasal,Subject_STBTCN,Sample_HTVINV
ID_KKANHE.mgb,Nasal,Subject_MLHEQP,Sample_TTSYIR
ID_MCXYWH.mgb,Nasal,Subject_UDAXIH,Sample_IWENRO
ID_VIVYHS.mgb,Nasal,Subject_RHVKYY,Sample_SHDMAR
ID_ALJECR.mgb,Stool,Subject_FSIBDT,Sample_CSFVGO
ID_RLVPCS.mgb,Stool,Subject_YXWGWJ,Sample_HRMGTU
ID_YTSIOM.mgb,Stool,Subject_RJVDEI,Sample_BRWBUP
ID_NTMPTX.mgb,Stool,Subject_RIXSNS,Sample_CJALYJ
ID_OGZYZC.mgb,Nasal,Subject_MVULOQ,Sample_EWXFEC
ID_JGIMVK.mgb,Stool,Subject_FSIBDT,Sample_QJLEMS
ID_JJSJIW.mgb,Stool,Subject_UDAXIH,Sample_PSSVWN
ID_JXHWDL.mgb,Nasal,Subject_XXIQYF,Sample_ZJXMAC
ID_RHSTAT.mgb,Stool,Subject_UDAXIH,Sample_BVBGIY
ID_ZEDTVX.mgb,Nasal,Subject_ASRHSH,Sample_ZFJVIE
ID_GKZBPN.mgb,Stool,Subject_HIFZWD,Sample_TSFTLS
ID_IXSBLX.mgb,Nasal,Subject_UDAXIH,Sample_IUQKNV
ID_UYDXGZ.mgb,Nasal,Subject_RIXSNS,Sample_OBREPE
ID_DMYPOS.mgb,Stool,Subject_GVWKHI,Sample_ZQFUPQ
ID_RYMTIL.mgb,Nasal,Subject_ULFLLG,Sample_UCJNYK
ID_AMHXQL.mgb,Nasal,Subject_FSIBDT,Sample_MMNZVK
ID_GMZGPZ.mgb,Stool,Subject_BMXKZD,Sample_QLBNPM
ID_BUDNOC.mgb,Stool,Subject_HBHSCC,Sample_TYOHUW
ID_UZVYBL.mgb,Stool,Subject_FXORWN,Sample_NLUJGM
ID_RHCGIC.mgb,Nasal,Subject_MVULOQ,Sample_JOFVCF
ID_BWSTNB.mgb,Stool,Subject_MMTOQI,Sample_NFFQEX
ID_BFZKGB.mgb,Stool,Subject_VGLNCV,Sample_UPNILO
ID_NYSASM.mgb,Nasal,Subject_HIFZWD,Sample_JRWRUC
ID_AIUTRN.mgb,Stool,Subject_MBPHGO,Sample_TROTLZ
ID_RDUOOS.mgb,Nasal,Subject_VGMKIC,Sample_UDOMXK
ID_UMVKOY.mgb,Stool,Subject_EIEHXR,Sample_XWBWGQ
ID_GXFSWH.mgb,Stool,Subject_UDAXIH,Sample_VKKLJG
ID_GKTNPJ.mgb,Nasal,Subject_MLHEQP,Sample_AEKIFL
ID_RMHCAV.mgb,Nasal,Subject_FXORWN,Sample_VQISZX
ID_ABFQPG.mgb,Nasal,Subject_ICGSWK,Sample_OSQBMZ
ID_ESODFA.mgb,Nasal,Subject_DDXREI,Sample_XJNJFA
ID_TGQCFN.mgb,Stool,Subject_PZNGDD,Sample_YLQZQO
ID_CKMDIW.mgb,Nasal,Subject_MVULOQ,Sample_KJCHFT
ID_XZIPUY.mgb,Stool,Subject_XPCYRY,Sample_CZZIRR
ID_OIZUDA.mgb,Stool,Subject_UDAXIH,Sample_UCXVEA
ID_CVTKBV.mgb,Nasal,Subject_HIFZWD,Sample_NMELUJ
ID_MGWBQC.mgb,Nasal,Subject_JTGWKG,Sample_VPTILU
ID_LNIMEX.mgb,Stool,Subject_FXORWN,Sample_OXOOMO
ID_JTXCEH.mgb,Stool,Subject_HBHSCC,Sample_EMPMPF
ID_WELQQH.mgb,Nasal,Subject_MEVUJO,Sample_DODTLL
ID_UXATDL.mgb,Nasal,Subject_UDAXIH,Sample_AFQXID
ID_GNBMER.mgb,Nasal,Subject_YXWGWJ,Sample_QVISQA
ID_XRQSSB.mgb,Nasal,Subject_VGLNCV,Sample_HIFXVJ
ID_YOMSFF.mgb,Stool,Subject_SPQQFB,Sample_PFDHDJ
ID_QCCULL.mgb,Stool,Subject_ICGSWK,Sample_IXDZMU
ID_APSXJV.mgb,Stool,Subject_YXWGWJ,Sample_UZDLKN
ID_SBDBGQ.mgb,Nasal,Subject_STBTCN,Sample_PMHRQU
ID_TGIKMF.mgb,Stool,Subject_UDAXIH,Sample_BYROUR
ID_XAPTWV.mgb,Stool,Subject_ULFLLG,Sample_CJVCID
ID_AJSRSU.mgb,Stool,Subject_HBHSCC,Sample_TVFYQE
ID_TJKSIM.mgb,Nasal,Subject_TQDMSG,Sample_EQKKMY
ID_QKWODY.mgb,Stool,Subject_ULFLLG,Sample_WPJEGG
ID_IWEZBE.mgb,Stool,Subject_MMTOQI,Sample_BYVMWW
ID_GVCXOP.mgb,Nasal,Subject_TUFRXH,Sample_ESSLZK
ID_HYDLXT.mgb,Nasal,Subject_PZNGDD,Sample_IUBSAW
ID_SFDOWK.mgb,Stool,Subject_UDAXIH,Sample_CCWGPZ
ID_TUENGT.mgb,Stool,Subject_UDAXIH,Sample_LEVXKP
ID_IVXRDN.mgb,Stool,Subject_EIEHXR,Sample_GBFEBU
ID_XANFRJ.mgb,Nasal,Subject_IQTNGR,Sample_HCWFCT
ID_WKXJWF.mgb,Nasal,Subject_UDAXIH,Sample_ZAUBSN
